user_id,history_movie_id,history_rating,movie_id,rating,timestamp
844433,"['1180', '1509', '1561', '1905', '2095', '2309', '2465', '2913', '3015', '3541']","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1]",4135,0,2005-06-14
844433,"['1509', '1561', '1905', '2095', '2309', '2465', '2913', '3015', '3541', '4135']","[1, 1, 1, 1, 1, 0, 0, 0, 1, 0]",4345,0,2005-06-14
844433,"['1561', '1905', '2095', '2309', '2465', '2913', '3015', '3541', '4135', '4345']","[1, 1, 1, 1, 0, 0, 0, 1, 0, 0]",4364,0,2005-06-14
844433,"['1905', '2095', '2309', '2465', '2913', '3015', '3541', '4135', '4345', '4364']","[1, 1, 1, 0, 0, 0, 1, 0, 0, 0]",4369,1,2005-06-14
844433,"['2095', '2309', '2465', '2913', '3015', '3541', '4135', '4345', '4364', '4369']","[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]",3290,1,2005-08-22
1914004,"['1180', '1470', '3371', '3579', '4432', '1645', '1833', '3591', '2578', '4159']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",4144,0,2004-03-02
1384282,"['1180', '1307', '1470', '1542', '1810', '1905', '1925', '2001', '2200', '2457']","[1, 1, 0, 1, 1, 1, 1, 0, 0, 0]",2660,0,2005-08-25
1384282,"['1307', '1470', '1542', '1810', '1905', '1925', '2001', '2200', '2457', '2660']","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0]",2782,1,2005-08-25
1384282,"['1470', '1542', '1810', '1905', '1925', '2001', '2200', '2457', '2660', '2782']","[0, 1, 1, 1, 1, 0, 0, 0, 0, 1]",2800,0,2005-08-25
1384282,"['1542', '1810', '1905', '1925', '2001', '2200', '2457', '2660', '2782', '2800']","[1, 1, 1, 1, 0, 0, 0, 0, 1, 0]",2913,1,2005-08-25
1384282,"['1810', '1905', '1925', '2001', '2200', '2457', '2660', '2782', '2800', '2913']","[1, 1, 1, 0, 0, 0, 0, 1, 0, 1]",3138,1,2005-08-25
1384282,"['1905', '1925', '2001', '2200', '2457', '2660', '2782', '2800', '2913', '3138']","[1, 1, 0, 0, 0, 0, 1, 0, 1, 1]",3254,0,2005-08-25
1384282,"['1925', '2001', '2200', '2457', '2660', '2782', '2800', '2913', '3138', '3254']","[1, 0, 0, 0, 0, 1, 0, 1, 1, 0]",3427,1,2005-08-25
1384282,"['2001', '2200', '2457', '2660', '2782', '2800', '2913', '3138', '3254', '3427']","[0, 0, 0, 0, 1, 0, 1, 1, 0, 1]",3579,1,2005-08-25
1384282,"['2200', '2457', '2660', '2782', '2800', '2913', '3138', '3254', '3427', '3579']","[0, 0, 0, 1, 0, 1, 1, 0, 1, 1]",3680,0,2005-08-25
1384282,"['2457', '2660', '2782', '2800', '2913', '3138', '3254', '3427', '3579', '3680']","[0, 0, 1, 0, 1, 1, 0, 1, 1, 0]",3825,0,2005-08-25
1384282,"['2660', '2782', '2800', '2913', '3138', '3254', '3427', '3579', '3680', '3825']","[0, 1, 0, 1, 1, 0, 1, 1, 0, 0]",4056,1,2005-08-25
1384282,"['2782', '2800', '2913', '3138', '3254', '3427', '3579', '3680', '3825', '4056']","[1, 0, 1, 1, 0, 1, 1, 0, 0, 1]",4123,1,2005-08-25
1384282,"['2800', '2913', '3138', '3254', '3427', '3579', '3680', '3825', '4056', '4123']","[0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",4216,1,2005-08-25
1384282,"['2913', '3138', '3254', '3427', '3579', '3680', '3825', '4056', '4123', '4216']","[1, 1, 0, 1, 1, 0, 0, 1, 1, 1]",4219,1,2005-08-25
1384282,"['3138', '3254', '3427', '3579', '3680', '3825', '4056', '4123', '4216', '4219']","[1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",4302,1,2005-08-25
